Id,Label,timeset,modularity_class,componentnumber,strongcompnum,clustering
9801443,,,0,0,7779,0.062297
9802394,,,0,0,7779,0.040326
9802433,,,0,0,7779,0.137071
9804363,,,0,0,7779,0.036164
9805403,,,0,0,7779,0.061053
9806468,,,0,0,7779,0.104518
9808493,,,0,0,7779,0.096561
9809311,,,0,0,7779,0.090674
9809384,,,0,0,7779,0.136878
9810260,,,0,0,7779,0.130121
9810438,,,0,0,7779,0.121212
9812396,,,0,0,7779,0.114442
9903456,,,0,0,7779,0.107272
9903535,,,0,0,7779,0.042356
9905312,,,0,0,7779,0.02575
9909564,,,0,0,7779,0.207386
9910291,,,0,0,7779,0.090211
9911250,,,0,0,7779,0.138258
9911427,,,0,0,7779,0.078555
9911528,,,0,0,7779,0.125
9512388,,,13,0,2536,0.046091
9702315,,,13,0,7779,0.059561
9704402,,,0,0,7779,0.077193
9707225,,,0,0,7779,0.056177
9709328,,,0,0,4042,0.071429
9207214,,,0,0,760,0.033776
9207222,,,0,0,89,0.143791
9209231,,,0,0,23,0.094758
9211256,,,13,0,213,0.029902
9211260,,,13,0,212,0.030716
9211333,,,0,0,2068,0.166667
9302244,,,0,0,1012,0.06899
9303225,,,0,0,91,0.057576
9303270,,,13,0,503,0.02705
9304225,,,0,0,768,0.027435
9306320,,,0,0,805,0.008333
9307247,,,0,0,769,0.035739
9307318,,,0,0,1167,0.171429
9307364,,,0,0,493,0.03604
9308246,,,0,0,769,0.026387
9308262,,,0,0,769,0.050616
9308287,,,0,0,772,0.10303
9308288,,,0,0,795,0.047211
9308349,,,0,0,1303,0.072047
9309203,,,0,0,1830,0.134387
9309236,,,0,0,1164,0.10989
9310212,,,13,0,1302,0.041351
9310311,,,0,0,150,0.063834
9310332,,,0,0,1373,0.034899
9311243,,,0,0,1071,0.067347
9311339,,,0,0,771,0.061718
9311345,,,0,0,1013,0.025843
9311357,,,0,0,1145,0.046442
9312311,,,0,0,830,0.03767
9312359,,,0,0,827,0.032527
9401204,,,0,0,1833,0.115172
9401254,,,0,0,1124,0.053782
9402347,,,0,0,166,0.087084
9402363,,,0,0,148,0.186186
9403254,,,0,0,1137,0.055807
9403407,,,0,0,1087,0.119184
9405207,,,0,0,817,0.056429
9405259,,,0,0,1822,0.105951
9405346,,,0,0,1076,0.116598
9405368,,,0,0,1832,0.082449
9406203,,,0,0,1165,0.090496
9406239,,,0,0,1305,0.053361
9407342,,,0,0,1829,0.159524
9408213,,,0,0,1163,0.057722
9408290,,,0,0,810,0.041996
9408306,,,0,0,1078,0.084799
9408382,,,0,0,1144,0.091429
9408390,,,0,0,139,0.091304
9409287,,,0,0,773,0.082441
9409309,,,0,0,1817,0.043011
9409391,,,0,0,1073,0.124384
9409437,,,0,0,2067,0.107692
9409440,,,0,0,1088,0.058927
9409454,,,0,0,1727,0.066275
9410388,,,0,0,1739,0.09435
9411229,,,11,0,7779,0.040841
9411335,,,0,0,2062,0.285714
9412324,,,0,0,1629,0.068706
9412375,,,0,0,1206,0.065524
9501281,,,0,0,1166,0.046155
9501389,,,0,0,1834,0.145455
9502300,,,11,0,7779,0.040568
9502338,,,0,0,7779,0.078191
9502363,,,0,0,7779,0.084311
9503414,,,0,0,7779,0.023643
9503492,,,0,0,1205,0.047446
9505397,,,0,0,7779,0.07767
9506201,,,0,0,7779,0.102572
9506374,,,0,0,7779,0.090095
9507248,,,0,0,7779,0.18661
9507262,,,0,0,7779,0.067008
9508272,,,0,0,7779,0.090539
9510323,,,0,0,7779,0.124183
9510378,,,0,0,7779,0.028389
9908362,,,0,0,764,0.043058
9302210,,,1,0,165,0.016167
9308272,,,0,0,151,0.065486
6056,,,0,0,7779,0.167677
6280,,,0,0,7779,0.091252
7085,,,0,0,7779,0.12852
7233,,,19,0,7779,0.153595
7339,,,0,0,7779,0.135897
8234,,,0,0,7779,0.033333
11184,,,0,0,7779,0.065934
11269,,,0,0,7779,0.075
11392,,,0,0,7779,0.114754
12161,,,0,0,7779,0.085145
101259,,,0,0,7779,0.18
102274,,,0,0,7779,0.107143
102345,,,0,0,7763,0
103197,,,0,0,7779,0.078397
9408332,,,0,0,1155,0.051852
9409399,,,0,0,7186,0.1
9411367,,,0,0,1806,0.088624
9603256,,,0,0,6353,0.081818
9610449,,,13,0,7779,0.0587
9612262,,,0,0,7779,0.053133
9612313,,,0,0,7779,0.036551
9703290,,,0,0,7779,0.037581
9704376,,,0,0,7779,0.02981
9709288,,,0,0,7779,0.12368
9711217,,,0,0,7779,0.044564
9802289,,,0,0,7779,0.042291
9803368,,,0,0,7779,0.047688
9805303,,,0,0,7779,0.043885
9806230,,,0,0,6027,0.066667
9806308,,,0,0,7779,0.060008
9806501,,,0,0,7779,0.12753
9807238,,,0,0,7779,0.116092
9901288,,,0,0,7779,0.080919
9904379,,,0,0,7779,0.062069
9904480,,,0,0,7779,0.136243
9907243,,,0,0,7779,0.060834
9907270,,,0,0,7779,0.103361
9907300,,,0,0,7779,0.181818
9910417,,,0,0,7779,0.054299
10071,,,0,0,7203,0
10222,,,0,0,7779,0.143939
11086,,,0,0,7779,0.061553
12215,,,0,0,7779,0.130719
9405283,,,0,0,6954,0.166667
9608365,,,0,0,7779,0.089774
9610455,,,0,0,7779,0.058775
9711426,,,0,0,5942,0.057882
9801412,,,0,0,7779,0.103535
9806412,,,0,0,6029,0.044355
9902256,,,0,0,7779,0.071875
9908202,,,0,0,7779,0.095686
9908520,,,0,0,7779,0.061492
9909478,,,0,0,7779,0.118721
9911263,,,0,0,7779,0.109081
9912288,,,0,0,7779,0.083333
9512356,,,0,0,7779,0.138251
9604240,,,0,0,2982,0.071429
9604330,,,0,0,7779,0.073529
9607392,,,0,0,7779,0.055288
9701278,,,0,0,7779,0.149758
9706260,,,0,0,7779,0.105563
9708222,,,0,0,7779,0.069788
9710245,,,0,0,7779,0.148276
9802300,,,0,0,7779,0.126788
9811472,,,0,0,7779,0.103247
9902334,,,0,0,7779,0.14702
9903230,,,0,0,7779,0.126761
9904408,,,0,0,7779,0.076238
9906434,,,0,0,7779,0.096971
9906497,,,0,0,7779,0.084967
9907335,,,0,0,7779,0.17451
9908395,,,0,0,7779,0.099495
9908442,,,0,0,7779,0.150198
9909530,,,0,0,7779,0.132353
9403249,,,0,0,807,0.057726
9506477,,,1,0,2873,0.081432
9603261,,,0,0,7779,0.060663
9603414,,,0,0,7779,0.093266
2041,,,20,0,7779,0.032942
3090,,,0,0,7784,0.052632
3133,,,0,0,7779,0.075291
6068,,,0,0,7779,0.130974
6136,,,0,0,7779,0.062807
8151,,,20,0,7779,0.155303
8298,,,0,0,7779,0.190476
11396,,,0,0,7779,0.059309
12197,,,0,0,7779,0.122132
12289,,,20,0,7779,0.127628
103324,,,0,0,7779,0.066499
104027,,,0,0,7779,0.059976
104137,,,20,0,7779,0.108871
105084,,,20,0,7779,0.14082
105177,,,20,0,7779,0.086957
105306,,,0,0,7779,0.06087
106050,,,0,0,7779,0.065468
107002,,,0,0,7779,0.085526
107074,,,0,0,7779,0.116487
108195,,,41,0,7779,0.102632
110253,,,0,0,7779,0.087805
110260,,,0,0,7782,0.077922
111167,,,0,0,7780,0.116601
9312215,,,1,0,1620,0.0664
9403341,,,0,0,1154,0.049495
9407406,,,0,0,1837,0.084559
9410253,,,0,0,1760,0.039683
9503486,,,0,0,1958,0.020333
9508250,,,0,0,7779,0.025546
9509268,,,0,0,2974,0.070231
9509329,,,0,0,7779,0.066372
9512225,,,0,0,7779,0.052392
9604412,,,0,0,7779,0.04658
9606354,,,0,0,7779,0.020724
9610208,,,0,0,7779,0.061012
9612433,,,0,0,3149,0.034194
9705356,,,0,0,7779,0.083258
9709382,,,0,0,7779,0.062808
9712417,,,0,0,7779,0.092507
9804254,,,0,0,7779,0.137681
9805422,,,0,0,7779,0.025502
9807223,,,0,0,7779,0.105263
9811377,,,0,0,7779,0.111393
9911321,,,0,0,7779,0.03818
9707293,,,0,0,7779,0.111111
9209291,,,0,0,1097,0.034826
9301212,,,0,0,1102,0.057005
9304219,,,9,0,5330,0.333333
9405274,,,9,0,5331,0.15
9505393,,,0,0,1115,0.134615
103230,,,0,0,7779,0.067251
9206236,,,0,0,10,0.027909
9302246,,,9,0,1775,0.047431
9306323,,,0,0,16,0.059146
9307263,,,0,0,1803,0.155556
9310355,,,0,0,11,0.161905
9401310,,,3,0,68,0.010536
9403233,,,0,0,12,0.128333
9409255,,,0,0,7779,0.178571
9412243,,,0,0,1802,0.030303
9412273,,,0,0,1064,0.046237
9502254,,,0,0,24,0.054007
9304230,,,41,0,119,0.034851
9307274,,,0,0,142,0.045455
9401354,,,0,0,2061,0.075758
9402360,,,0,0,781,0.034057
9402364,,,0,0,780,0.032621
9509420,,,0,0,2995,0.027778
9510383,,,0,0,7779,0.3
301097,,,4,0,8368,0.059829
3033,,,4,0,7779,0.019606
106233,,,4,0,8351,0.1
106315,,,4,0,7779,0.012923
106344,,,41,0,8367,0.081197
111276,,,4,0,7859,0.11413
112313,,,20,0,8355,0.046154
201160,,,4,0,8353,0.158333
203079,,,41,0,8137,0.028699
203229,,,4,0,8350,0.037639
204087,,,4,0,7884,0.043434
206024,,,4,0,8103,0.138889
207280,,,4,0,8311,0.133333
211047,,,4,0,8080,0.181818
211224,,,4,0,8310,0.077778
211308,,,4,0,8291,0.068279
9406205,,,41,0,543,0.025383
9506326,,,4,0,5288,0.101449
9507396,,,4,0,5289,0.038164
9509316,,,4,0,716,0.067708
9602234,,,4,0,7779,0.08926
9602414,,,13,0,7779,0.050606
9603409,,,4,0,5969,0.147619
9609437,,,41,0,7779,0.06692
9704288,,,41,0,7779,0.05
9801317,,,4,0,7779,0.054545
9903229,,,4,0,7779,0.077261
9908236,,,0,0,7779,0.077011
9304240,,,41,0,104,0.026188
9311370,,,41,0,693,0.141304
9312202,,,41,0,550,0.035991
9405214,,,41,0,562,0.017601
9407408,,,41,0,972,0.068215
9408228,,,13,0,521,0.040924
9409260,,,41,0,700,0.152047
9409315,,,41,0,210,0.062626
9409460,,,41,0,572,0.114035
9410307,,,41,0,1091,0.106061
9410369,,,41,0,971,0.027273
9501212,,,41,0,1092,0.08658
9501362,,,41,0,694,0.08351
9502376,,,41,0,699,0.179348
9505409,,,41,0,3460,0.058418
9505429,,,4,0,696,0.110507
9505430,,,41,0,695,0.078431
9506351,,,41,0,3574,0.097701
9506461,,,41,0,7779,0.079477
9508338,,,13,0,7779,0.104268
9511282,,,41,0,3573,0.097222
9604309,,,41,0,7779,0.14023
9606435,,,41,0,7779,0.077564
9608325,,,4,0,7779,0.058824
9407389,,,4,0,684,0.038427
9502415,,,4,0,3615,0.086555
9604312,,,4,0,7779,0.090909
9702321,,,4,0,7779,0.195238
9703412,,,4,0,7779,0.051446
9805366,,,41,0,7779,0.075099
9904236,,,20,0,7779,0.058198
9905281,,,20,0,7779,0.090385
9908327,,,41,0,7779,0.063673
9406228,,,4,0,3562,0.117647
9407393,,,4,0,3563,0.141667
9503280,,,4,0,402,0.012365
9508343,,,4,0,1589,0.027674
9511342,,,4,0,7779,0.057776
9602250,,,4,0,7779,0.029065
9603205,,,4,0,7779,0.113032
9609331,,,4,0,7779,0.040421
9701412,,,4,0,4525,0.012566
9704448,,,4,0,7779,0.02808
9705442,,,4,0,7779,0.012104
9805244,,,4,0,7779,0.112626
9806351,,,4,0,7779,0.182353
9808430,,,4,0,7779,0.063673
9809486,,,4,0,7779,0.166667
9812246,,,4,0,7779,0.171053
9812472,,,4,0,7779,0.047203
9203216,,,41,0,117,0.017532
9211272,,,41,0,3018,0.062069
9301281,,,41,0,137,0.031472
9305232,,,41,0,186,0.065584
9306256,,,41,0,111,0.037395
9308346,,,41,0,4389,0.071429
9312318,,,4,0,2158,0.049304
9312319,,,4,0,884,0.037441
9401243,,,4,0,1368,0.05
9403283,,,41,0,112,0.081224
9404209,,,41,0,189,0.037778
9404335,,,41,0,2002,0.055462
9405322,,,41,0,722,0.042761
9406416,,,41,0,4204,0.064103
9410400,,,41,0,747,0.075305
9410404,,,4,0,886,0.00655
9502225,,,41,0,1029,0.108696
9503359,,,41,0,5291,0.236364
9504426,,,41,0,3552,0.045122
9506457,,,41,0,4388,0.1
9507204,,,41,0,4705,0.044118
9511337,,,41,0,2996,0.115385
9512292,,,41,0,3539,0.083779
9604223,,,41,0,7779,0.071819
9606397,,,41,0,7779,0.080297
9609326,,,41,0,7779,0.111111
9611239,,,13,0,7779,0.019025
9611316,,,41,0,7779,0.069388
2036,,,4,0,7779,0.065758
9158,,,4,0,7779,0.062195
10017,,,4,0,7779,0.011898
12351,,,4,0,7779,0.111616
102227,,,4,0,7779,0.099156
102241,,,4,0,7779,0.096635
103338,,,4,0,7872,0.038095
107180,,,4,0,7814,0.11039
201023,,,4,0,7816,0.107143
201249,,,4,0,8102,0.205128
202205,,,4,0,7890,0.128342
203206,,,4,0,8306,0.071429
205270,,,4,0,8309,0.095238
206293,,,4,0,8303,0.086957
208156,,,4,0,8305,0.097826
9203223,,,4,0,223,0.021622
9302272,,,4,0,1664,0.025552
9401258,,,4,0,408,0.010821
9504378,,,4,0,3002,0.027143
9606399,,,4,0,7779,0.007037
9608317,,,4,0,7779,0.056831
9611272,,,4,0,7779,0.075587
9705234,,,4,0,7779,0.077764
9705337,,,4,0,7779,0.02726
9707389,,,4,0,6746,0.190909
9801375,,,4,0,7779,0.057346
9808468,,,4,0,7779,0.094389
9902434,,,4,0,7779,0.098718
9902479,,,4,0,6747,0.173077
9904287,,,4,0,7779,0.098007
9906218,,,4,0,7779,0.10082
9906395,,,4,0,7779,0.096591
9908278,,,4,0,8293,0.05
9911385,,,4,0,7779,0.097454
1166,,,20,0,7779,0.105485
7107,,,13,0,7779,0.067689
10354,,,20,0,7779,0.111614
11311,,,20,0,7779,0.068651
101114,,,41,0,7869,0.155556
104199,,,20,0,7779,0.209231
106204,,,13,0,7779,0.05011
106219,,,20,0,7779,0.158197
106295,,,20,0,7779,0.164085
108235,,,20,0,7779,0.246212
109106,,,20,0,7779,0.186424
111307,,,4,0,7815,0.109524
112169,,,20,0,8354,0.225296
9501379,,,41,0,3559,0.079559
9606417,,,41,0,4693,0.082621
9610272,,,4,0,7779,0.037529
9703203,,,4,0,7779,0.035714
9811350,,,20,0,7779,0.053205
9811356,,,20,0,7779,0.066458
9909411,,,20,0,7779,0.117508
1048,,,41,0,7779,0.074074
1304,,,41,0,7779,0.080688
2006,,,41,0,7779,0.095238
3294,,,41,0,7779,0.172727
6032,,,0,0,7779,0.019203
7160,,,20,0,7779,0.123684
7316,,,20,0,7779,0.136364
8065,,,41,0,8359,0.191667
104105,,,41,0,8356,0.136364
105318,,,41,0,8366,0.170635
9402326,,,0,0,1507,0.058781
9512264,,,41,0,3528,0.053333
9606419,,,41,0,3532,0.053147
9702305,,,41,0,7779,0.06993
9704312,,,41,0,4377,0.10084
9706304,,,41,0,7779,0.069592
9806279,,,13,0,7779,0.071404
9807209,,,41,0,7779,0.097619
9906208,,,41,0,7779,0.181818
9906252,,,41,0,7779,0.087356
9909414,,,11,0,7779,0.133333
9912281,,,41,0,7779,0.136364
1086,,,13,0,6594,0.026813
1286,,,11,0,7779,0.093177
2305,,,4,0,7779,0.142857
9301283,,,41,0,3407,0.111111
9302291,,,4,0,3017,0.075163
9303241,,,0,0,991,0.025422
9303249,,,41,0,1708,0.075093
9312210,,,41,0,706,0.07551
9312324,,,41,0,179,0.026985
9401236,,,41,0,198,0.021622
9403366,,,41,0,3242,0.05905
9404247,,,4,0,479,0.030561
9404359,,,4,0,1875,0.041667
9405277,,,41,0,1718,0.077273
9406315,,,4,0,880,0.008414
9406411,,,0,0,3530,0.057143
9408313,,,4,0,1984,0.034851
9409238,,,4,0,3252,0.177778
9409312,,,4,0,5900,0.25
9410230,,,41,0,1717,0.123044
9411337,,,4,0,3538,0.092105
9411426,,,41,0,214,0.026356
9412214,,,41,0,3536,0.066502
9412250,,,41,0,4299,0.0875
9503213,,,4,0,7779,0.095238
9503433,,,41,0,237,0.057377
9504417,,,41,0,2030,0.05
9504434,,,41,0,3531,0.052174
9505212,,,41,0,3250,0.261905
9505433,,,41,0,1716,0.089648
9507237,,,4,0,399,0.060783
9510300,,,41,0,3525,0.109524
9511260,,,41,0,7779,0.094595
9511449,,,4,0,950,0.1
9512417,,,41,0,4236,0.116667
9602208,,,4,0,7779,0.041608
9603333,,,41,0,3540,0.105747
9603435,,,4,0,5490,0.232143
9603441,,,4,0,7779,0.089367
9603442,,,4,0,4305,0.147059
9604351,,,4,0,7779,0.047931
9605345,,,41,0,3546,0.087419
9605369,,,4,0,6592,0.106061
9605419,,,4,0,7779,0.108014
9606231,,,41,0,7779,0.121041
9607466,,,4,0,7779,0.112554
9608269,,,41,0,7779,0.105376
9608415,,,41,0,7779,0.058738
9608460,,,41,0,7779,0.206452
9609246,,,4,0,3488,0.094771
9609279,,,0,0,7779,0.029877
9609311,,,41,0,7779,0.179167
9610368,,,41,0,7779,0.128333
9610424,,,41,0,3616,0.204167
9611247,,,41,0,7779,0.118084
9611302,,,4,0,7779,0.084046
9611363,,,4,0,7779,0.058238
9611367,,,41,0,7779,0.144381
9611397,,,4,0,7779,0.051141
9611455,,,41,0,7779,0.183333
9612211,,,41,0,4219,0.2
9612329,,,11,0,7779,0.115385
9612402,,,41,0,7779,0.127778
9612424,,,41,0,7779,0.077591
9701350,,,4,0,7779,0.153846
9702287,,,4,0,7779,0.024047
9702350,,,41,0,7779,0.116725
9703221,,,41,0,7779,0.127178
9703450,,,41,0,7779,0.116808
9703463,,,41,0,7779,0.058345
9704244,,,41,0,7779,0.107962
9704257,,,41,0,7779,0.098235
9704259,,,41,0,7779,0.115
9704305,,,41,0,7779,0.142992
9705341,,,41,0,7779,0.081489
9705388,,,4,0,7779,0.123077
9705398,,,41,0,7779,0.095804
9706206,,,4,0,7779,0.126134
9706218,,,4,0,7779,0.115385
9706379,,,0,0,4271,0.1
9706412,,,41,0,7779,0.263158
9706489,,,41,0,7779,0.132275
9706545,,,4,0,7779,0.073164
9707223,,,12,0,7779,0.094092
9707229,,,41,0,7779,0.230769
9707477,,,41,0,7779,0.091382
9708311,,,4,0,7779,0.052897
9708349,,,12,0,7779,0.124738
9708357,,,0,0,7779,0.07468
9708358,,,41,0,7779,0.136364
9709275,,,4,0,7779,0.123333
9709284,,,4,0,7779,0.132035
9709493,,,41,0,7779,0.166667
9710372,,,41,0,7779,0.078834
9710447,,,4,0,7779,0.126847
9712335,,,4,0,7779,0.061404
9712394,,,41,0,7779,0.161765
9712400,,,4,0,7779,0.075845
9801236,,,0,0,6587,0.333333
9801444,,,4,0,7779,0.062943
9802241,,,4,0,7779,0.068649
9803262,,,41,0,7779,0.25
9803445,,,4,0,7779,0.011512
9804241,,,11,0,7779,0.095502
9804321,,,13,0,5469,0.027778
9804331,,,4,0,7779,0.069444
9804343,,,41,0,7779,0.099822
9805358,,,4,0,7779,0.074811
9805372,,,4,0,6584,0.194444
9805373,,,0,0,7779,0.076887
9805470,,,13,0,7779,0.045227
9805498,,,41,0,7779,0.120108
9806244,,,11,0,7779,0.08033
9806332,,,41,0,7779,0.114286
9806401,,,41,0,7779,0.10461
9806467,,,4,0,7779,0.106944
9806486,,,41,0,7779,0.117051
9807207,,,4,0,6586,0.132353
9807340,,,41,0,7779,0.101662
9807420,,,4,0,7779,0.232143
9807558,,,4,0,7779,0.309524
9807570,,,4,0,7779,0.077598
9808217,,,0,0,7779,0.186813
9808278,,,4,0,7779,0.10322
9808400,,,41,0,7779,0.102525
9809306,,,4,0,6508,0.093074
9809451,,,4,0,7779,0.103049
9810440,,,4,0,5907,0.029388
9810485,,,41,0,6585,0.233333
9811237,,,41,0,7779,0.067087
9811330,,,41,0,7779,0.166667
9811430,,,4,0,7779,0.0625
9811482,,,41,0,7779,0.118577
9812298,,,0,0,7779,0.040199
9812387,,,0,0,7779,0.057398
9812518,,,41,0,7779,0.14023
9902202,,,4,0,7779,0.06692
9902452,,,4,0,7779,0.129568
9903212,,,4,0,7779,0.236111
9903215,,,41,0,7779,0.122532
9903260,,,11,0,7779,0.147468
9903282,,,4,0,7779,0.009312
9903394,,,41,0,7779,0.078495
9903498,,,11,0,7779,0.112619
9904468,,,11,0,7779,0.109597
9906230,,,4,0,7779,0.128133
9906268,,,41,0,7779,0.096631
9906273,,,11,0,7779,0.093103
9906462,,,41,0,7779,0.181034
9907231,,,4,0,7779,0.015599
9907326,,,4,0,7779,0.081818
9907375,,,41,0,7779,0.192308
9907462,,,41,0,7779,0.051316
9907509,,,11,0,7779,0.101027
9908288,,,4,0,7779,0.014204
9908388,,,4,0,7779,0.115385
9909222,,,41,0,7779,0.100966
9909352,,,41,0,7779,0.159159
9909538,,,4,0,7779,0.12619
9910255,,,20,0,7779,0.138485
9910412,,,4,0,7779,0.125
9911407,,,41,0,7779,0.166667
9911442,,,41,0,7779,0.121377
9912320,,,4,0,7779,0.172727
9912391,,,11,0,7779,0.071557
9912396,,,4,0,6562,0.03285
9912458,,,41,0,7779,0.166008
6035,,,4,0,7779,0.15
101229,,,4,0,8075,0.077586
108041,,,41,0,7779,0.083333
108245,,,4,0,7953,0.129577
109166,,,4,0,7807,0.016216
201219,,,4,0,7954,0.092896
204316,,,4,0,8290,0.033179
205126,,,4,0,7779,0
206205,,,4,0,8101,0.122103
207066,,,4,0,8074,0.142857
207210,,,7,0,8073,0.1875
208014,,,4,0,7955,0.141536
209326,,,4,0,8076,0.134199
210108,,,4,0,8081,0.163818
9207267,,,4,0,1045,0.068182
9303263,,,4,0,5956,0.116667
9305272,,,4,0,3465,0.045455
9512355,,,4,0,3398,0.065341
9602224,,,4,0,7787,0.095238
9612383,,,41,0,7779,0.088768
9707454,,,4,0,7779,0.071053
9710237,,,4,0,7779,0.065527
9710312,,,0,0,7779,0.076513
9710335,,,0,0,7779,0.051657
9802391,,,0,0,7779,0.061085
9803459,,,0,0,7779,0.085859
9903289,,,4,0,7779,0.058704
9905436,,,4,0,7779,0.06184
105325,,,4,0,7779,0.083056
203056,,,4,0,7949,0.040668
1056,,,41,0,7779,0.283088
1133,,,41,0,7779,0.107937
6050,,,41,0,7779,0.119048
6238,,,20,0,7779,0.099782
6262,,,20,0,8136,0.131868
7020,,,20,0,7779,0.181818
7286,,,41,0,7779,0.119048
9271,,,4,0,7779,0.106452
10260,,,20,0,7779,0.156989
11112,,,41,0,8117,0.168831
11144,,,41,0,7779,0.138889
12256,,,41,0,8135,0.209524
12332,,,41,0,8118,0.116279
101123,,,41,0,7779,0.136842
103159,,,41,0,8133,0.1
104024,,,41,0,7779,0.059615
105239,,,20,0,7617,0.097364
105323,,,20,0,7779,0.080816
106044,,,13,0,7779,0.150575
106098,,,13,0,7779,0.15121
107117,,,41,0,8131,0.209524
107266,,,20,0,7779,0.124009
107268,,,20,0,7779,0.15587
110126,,,20,0,7779,0.083333
111016,,,20,0,8114,0.177536
111297,,,41,0,8130,0.152874
201164,,,20,0,8115,0.144444
9204204,,,41,0,173,0.094097
9204214,,,41,0,185,0.040501
9204220,,,41,0,28,0.072727
9205203,,,41,0,192,0.075163
9205204,,,41,0,250,0.1
9206222,,,9,0,96,0.04329
9206225,,,41,0,127,0.030583
9207249,,,41,0,126,0.057895
9207273,,,41,0,253,0.121212
9209244,,,41,0,235,0.070513
9210231,,,41,0,191,0.056159
9210233,,,41,0,209,0.110372
9211292,,,41,0,211,0.142683
9303201,,,41,0,1906,0.073099
9304265,,,0,0,1624,0.056911
9304269,,,41,0,3609,0.166667
9305258,,,41,0,196,0.031784
